Number,Carrington Longitude,Area,Z,Longitudinal Extent,Number of Sunspots,Mag Type,Latitude,Longitude,date,Flare,Class,ID
19548,62,70,Hsx,2,1,Alpha,16,71,28/07/2001,,,1954837100
19550,69,10,Axx,1,1,Alpha,9,78,28/07/2001,,,1955037100
19553,9,110,Dao,8,21,Beta,12,18,28/07/2001,,,1955337100
19557,293,70,Hsx,2,1,Alpha,-18,-58,28/07/2001,,,1955737100
19559,337,10,Dso,3,5,Beta,-25,-14,28/07/2001,,,1955937100
19543,67,60,Hsx,2,1,Alpha,-23,89,29/07/2001,,,1954337101
19548,62,60,Hsx,2,1,Alpha,17,84,29/07/2001,,,1954837101
19553,11,30,Cro,10,13,Beta,13,33,29/07/2001,,,1955337101
19555,337,0,Hrx,1,1,Alpha,-9,-1,29/07/2001,,,1955537101
19557,290,90,Eso,12,4,Beta,-20,-48,29/07/2001,,,1955737101
19559,338,30,Cro,7,8,Beta,-24,0,29/07/2001,,,1955937101
19553,11,10,Bxo,4,3,Beta,14,46,30/07/2001,,,1955337102
19557,289,130,Fao,16,9,Beta,-20,-36,30/07/2001,,,1955737102
19559,339,40,Dro,7,6,Beta,-24,14,30/07/2001,,,1955937102
19560,279,10,Axx,0,1,Alpha,18,-46,30/07/2001,,,1956037102
19557,290,110,Eao,15,14,Beta,-19,-22,31/07/2001,,,1955737103
19559,335,10,Cro,5,3,Beta,-24,23,31/07/2001,,,1955937103
19561,249,70,Dao,7,5,Beta,-13,-63,31/07/2001,,,1956137103
19562,242,140,Dao,9,2,Beta,5,-70,31/07/2001,,,1956237103
19557,291,120,Eai,14,15,Beta,-20,-8,01/08/2001,,,1955737104
19559,337,10,Bxo,2,2,Beta,-22,38,01/08/2001,,,1955937104
19561,250,100,Dao,10,11,Beta,-12,-49,01/08/2001,,,1956137104
19562,241,210,Eao,11,6,Beta,6,-58,01/08/2001,,,1956237104
19563,242,10,Axx,1,1,Alpha,24,-57,01/08/2001,,,1956337104
19557,288,80,Eao,14,12,Beta,-19,3,02/08/2001,,,1955737105
19561,248,110,Eao,11,9,Beta,-12,-37,02/08/2001,,,1956137105
19562,241,120,Dao,10,7,Beta,5,-44,02/08/2001,,,1956237105
19563,241,0,Axx,1,1,Alpha,24,-44,02/08/2001,,,1956337105
19564,325,20,Cro,3,2,Beta,14,40,02/08/2001,,,1956437105
19565,263,10,Bxo,3,3,Beta,4,-22,02/08/2001,,,1956537105
19566,222,40,Dso,5,4,Beta,17,-63,02/08/2001,,,1956637105
19557,287,90,Eso,14,15,Beta,-20,15,03/08/2001,,,1955737106
19561,248,100,Eso,11,13,Beta,-13,-24,03/08/2001,,,1956137106
19562,241,110,Dao,8,6,Beta,5,-31,03/08/2001,,,1956237106
19563,241,50,Cso,5,8,Beta,25,-31,03/08/2001,,,1956337106
19564,326,40,Dso,4,6,Beta,14,54,03/08/2001,,,1956437106
19566,222,50,Cro,6,5,Beta,16,-50,03/08/2001,,,1956637106
19557,285,50,Eao,12,14,Beta,-21,26,04/08/2001,,,1955737107
19561,249,40,Dso,10,6,Beta,-13,-10,04/08/2001,,,1956137107
19562,243,60,Dso,8,5,Beta,4,-16,04/08/2001,,,1956237107
19563,241,100,Dai,8,15,Beta,24,-18,04/08/2001,,,1956337107
19564,326,60,Dso,6,7,Beta,14,67,04/08/2001,,,1956437107
19566,225,20,Bxo,3,5,Beta,18,-34,04/08/2001,,,1956637107
19567,261,50,Dso,4,7,Beta,-15,2,04/08/2001,,,1956737107
19568,309,20,Axx,1,1,Alpha,-19,50,04/08/2001,,,1956837107
19557,283,280,Dki,7,19,Beta,-21,37,05/08/2001,,,1955737108
19561,249,40,Cso,11,8,Beta,-13,3,05/08/2001,,,1956137108
19562,243,40,Dao,7,5,Beta,5,-3,05/08/2001,,,1956237108
19563,241,210,Dai,9,25,Beta,23,-5,05/08/2001,,,1956337108
19564,327,80,Dao,7,4,Beta,14,81,05/08/2001,,,1956437108
19565,265,10,Bxo,3,4,Beta,3,19,05/08/2001,,,1956537108
19566,224,70,Dso,8,16,Beta,17,-22,05/08/2001,,,1956637108
19567,262,40,Dao,4,8,Beta,-15,16,05/08/2001,,,1956737108
19568,307,20,Bxo,5,3,Beta,-18,61,05/08/2001,,,1956837108
19557,284,560,Dki,8,21,Beta-Gamma,-21,51,06/08/2001,,,1955737109
19561,252,40,Cso,8,4,Beta,-13,19,06/08/2001,,,1956137109
19562,244,40,Dso,9,7,Beta,5,11,06/08/2001,,,1956237109
19563,240,320,Eai,11,38,Beta-Gamma,23,7,06/08/2001,,,1956337109
19565,267,0,Axx,0,1,Alpha,3,34,06/08/2001,,,1956537109
19566,225,130,Dai,9,22,Beta-Gamma,17,-8,06/08/2001,,,1956637109
19567,264,60,Dao,6,14,Beta,-15,31,06/08/2001,,,1956737109
19568,311,30,Bxo,8,3,Beta,-18,78,06/08/2001,,,1956837109
19569,223,20,Bxo,4,3,Beta,-18,-10,06/08/2001,,,1956937109
19570,157,100,Hsx,3,1,Alpha,-10,-76,06/08/2001,,,1957037109
19557,282,550,Dki,8,16,Beta-Gamma,-20,64,07/08/2001,,,1955737110
19561,253,20,Hsx,2,1,Alpha,-11,35,07/08/2001,,,1956137110
19562,244,20,Cso,6,5,Beta,5,26,07/08/2001,,,1956237110
19563,239,390,Eki,13,23,Beta-Gamma,23,21,07/08/2001,,,1956337110
19566,226,150,Dao,9,16,Beta,17,8,07/08/2001,,,1956637110
19567,262,60,Dso,7,9,Beta,-14,44,07/08/2001,,,1956737110
19568,307,0,Axx,0,1,Alpha,-20,89,07/08/2001,,,1956837110
19569,222,50,Dao,5,9,Beta,-17,4,07/08/2001,,,1956937110
19570,157,140,Hsx,3,1,Alpha,-10,-61,07/08/2001,,,1957037110
19571,140,60,Hax,3,1,Alpha,5,-78,07/08/2001,,,1957137110
19557,283,600,Dki,10,12,Beta-Delta,-20,78,08/08/2001,,,1955737111
19561,253,30,Hsx,1,1,Alpha,-11,48,08/08/2001,,,1956137111
19562,244,20,Bxo,6,5,Beta,5,39,08/08/2001,,,1956237111
19563,239,470,Eki,13,24,Beta-Gamma,24,34,08/08/2001,,,1956337111
19566,223,150,Dao,8,12,Beta,17,18,08/08/2001,,,1956637111
19567,266,40,Bxo,6,6,Beta,-14,61,08/08/2001,,,1956737111
19569,220,170,Dao,6,12,Beta,-18,15,08/08/2001,,,1956937111
19570,160,190,Cao,5,3,Beta,-11,-45,08/08/2001,,,1957037111
19571,139,60,Hsx,2,1,Alpha,6,-66,08/08/2001,,,1957137111
19572,182,20,Hsx,1,1,Alpha,16,-23,08/08/2001,,,1957237111
19557,285,270,Dai,6,11,Beta,-21,93,09/08/2001,,,1955737112
19561,255,20,Hsx,1,1,Alpha,-11,63,09/08/2001,,,1956137112
19562,248,20,Axx,1,2,Alpha,5,56,09/08/2001,,,1956237112
19563,240,450,Eai,15,23,Beta-Gamma,24,48,09/08/2001,,,1956337112
19566,225,140,Dai,9,15,Beta,17,33,09/08/2001,,,1956637112
19567,262,90,Cso,13,6,Beta,-14,70,09/08/2001,,,1956737112
19569,220,220,Dki,7,14,Beta,-18,28,09/08/2001,,,1956937112
19570,161,180,Cao,8,5,Beta,-10,-31,09/08/2001,,,1957037112
19571,140,70,Hax,2,1,Alpha,6,-52,09/08/2001,,,1957137112
19572,184,20,Hsx,1,1,Alpha,16,-8,09/08/2001,,,1957237112
19573,122,50,Hax,3,2,Alpha,-8,-70,09/08/2001,,,1957337112
19561,255,20,Axx,1,1,Alpha,-10,76,10/08/2001,,,1956137113
19562,248,30,Hsx,1,1,Alpha,5,69,10/08/2001,,,1956237113
19563,240,460,Fki,17,21,Beta-Gamma,24,61,10/08/2001,,,1956337113
19566,224,230,Dki,10,16,Beta-Gamma,17,45,10/08/2001,,,1956637113
19567,263,70,Dao,8,6,Beta,-13,84,10/08/2001,,,1956737113
19569,220,230,Dko,7,15,Beta,-17,41,10/08/2001,,,1956937113
19570,159,220,Cko,4,4,Beta,-12,-20,10/08/2001,,,1957037113
19571,140,60,Hsx,2,1,Alpha,6,-39,10/08/2001,,,1957137113
19573,121,110,Cso,4,2,Beta,-9,-58,10/08/2001,,,1957337113
19563,240,290,Fsi,17,12,Beta-Gamma,25,74,11/08/2001,,,1956337114
19566,224,190,Dao,8,9,Beta-Gamma,17,58,11/08/2001,,,1956637114
19569,220,190,Dao,7,8,Beta,-18,54,11/08/2001,,,1956937114
19570,160,170,Cso,4,2,Beta,-11,-6,11/08/2001,,,1957037114
19571,141,40,Hsx,1,1,Alpha,7,-25,11/08/2001,,,1957137114
19573,120,180,Dao,7,8,Beta,-9,-46,11/08/2001,,,1957337114
19574,162,30,Cro,4,9,Beta,-3,-4,11/08/2001,,,1957437114
19563,235,180,Eso,11,4,Beta,26,83,12/08/2001,,,1956337115
19566,224,220,Dao,8,11,Beta-Gamma-Delta,17,72,12/08/2001,,,1956637115
19569,220,130,Cao,4,3,Beta,-18,68,12/08/2001,,,1956937115
19570,159,170,Cso,4,6,Beta,-12,7,12/08/2001,,,1957037115
19571,141,130,Hsx,2,1,Alpha,4,-11,12/08/2001,,,1957137115
19573,119,140,Dao,7,16,Beta,-9,-33,12/08/2001,,,1957337115
19574,162,320,Dai,7,17,Beta,-4,10,12/08/2001,,,1957437115
19575,79,80,Hsx,2,1,Alpha,11,-73,12/08/2001,,,1957537115
19576,205,20,Cso,3,2,Beta,12,53,12/08/2001,,,1957637115
19563,233,120,Dao,6,3,Beta,26,94,13/08/2001,,,1956337116
19566,223,200,Dao,9,12,Beta-Gamma,17,84,13/08/2001,,,1956637116
19569,221,80,Cao,5,6,Beta,-18,82,13/08/2001,,,1956937116
19570,159,190,Cso,4,6,Beta,-12,20,13/08/2001,,,1957037116
19571,141,60,Hax,2,2,Alpha,6,2,13/08/2001,,,1957137116
19573,119,180,Dao,9,16,Beta,-10,-20,13/08/2001,,,1957337116
19574,163,370,Dai,9,20,Beta-Gamma,-4,24,13/08/2001,,,1957437116
19575,78,130,Cao,10,8,Beta,11,-61,13/08/2001,,,1957537116
19576,206,30,Cro,5,2,Beta,12,67,13/08/2001,,,1957637116
19577,154,20,Cro,2,3,Beta,16,15,13/08/2001,,,1957737116
19578,150,30,Cao,5,8,Beta,-10,11,13/08/2001,,,1957837116
19569,219,60,Hax,2,1,Alpha,-17,94,14/08/2001,,,1956937117
19570,159,170,Cso,3,5,Beta,-12,34,14/08/2001,,,1957037117
19571,141,40,Hsx,2,2,Alpha,6,16,14/08/2001,,,1957137117
19573,118,110,Dao,9,19,Beta,-10,-7,14/08/2001,,,1957337117
19574,163,370,Eki,11,20,Beta-Gamma,-5,38,14/08/2001,,,1957437117
19575,78,140,Cso,7,5,Beta,11,-47,14/08/2001,,,1957537117
19576,205,10,Axx,1,1,Alpha,13,80,14/08/2001,,,1957637117
19578,150,60,Dao,5,8,Beta,-9,25,14/08/2001,,,1957837117
19570,159,170,Cao,4,2,Beta,-10,47,15/08/2001,,,1957037118
19571,141,40,Hsx,1,1,Alpha,7,29,15/08/2001,,,1957137118
19573,120,70,Cso,8,12,Beta,-8,8,15/08/2001,,,1957337118
19574,163,300,Eki,11,19,Beta-Gamma,-4,51,15/08/2001,,,1957437118
19575,78,140,Cso,6,5,Beta,11,-34,15/08/2001,,,1957537118
19578,150,40,Cso,6,7,Beta,-8,38,15/08/2001,,,1957837118
19579,122,20,Cso,6,6,Beta,-17,10,15/08/2001,,,1957937118
19580,39,90,Hsx,2,1,Alpha,24,-73,15/08/2001,,,1958037118
19570,159,140,Hax,2,1,Alpha,-12,60,16/08/2001,,,1957037119
19571,142,20,Hax,2,1,Alpha,6,43,16/08/2001,,,1957137119
19573,122,40,Cao,5,5,Beta,-8,23,16/08/2001,,,1957337119
19574,165,190,Eao,11,13,Beta,-4,66,16/08/2001,,,1957437119
19575,79,130,Hax,3,1,Alpha,12,-20,16/08/2001,,,1957537119
19577,160,50,Cso,5,7,Beta,13,61,16/08/2001,,,1957737119
19578,152,20,Cso,5,4,Beta,-8,53,16/08/2001,,,1957837119
19579,121,50,Dso,9,8,Beta,-19,22,16/08/2001,,,1957937119
19580,38,140,Hax,3,1,Alpha,25,-61,16/08/2001,,,1958037119
19581,108,20,Hrx,1,1,Alpha,-28,9,16/08/2001,,,1958137119
19582,26,40,Cao,3,3,Beta,32,-73,16/08/2001,,,1958237119
19570,159,120,Hsx,2,1,Alpha,-11,73,17/08/2001,,,1957037120
19571,142,10,Axx,1,1,Alpha,6,56,17/08/2001,,,1957137120
19573,121,30,Hsx,1,1,Alpha,-9,35,17/08/2001,,,1957337120
19574,165,150,Eao,13,3,Beta,-4,79,17/08/2001,,,1957437120
19575,78,130,Cao,5,4,Beta,12,-8,17/08/2001,,,1957537120
19577,160,100,Dso,5,3,Beta,13,74,17/08/2001,,,1957737120
19578,151,60,Axx,0,1,Alpha,-10,65,17/08/2001,,,1957837120
19579,122,40,Cso,4,4,Beta,-20,36,17/08/2001,,,1957937120
19580,38,80,Hsx,2,1,Alpha,25,-48,17/08/2001,,,1958037120
19581,109,50,Cso,6,3,Beta,-26,23,17/08/2001,,,1958137120
19582,27,30,Axx,2,2,Alpha,32,-59,17/08/2001,,,1958237120
19583,73,20,Dso,4,3,Beta,-23,-13,17/08/2001,,,1958337120
19584,26,20,Bxo,6,2,Beta,-11,-60,17/08/2001,,,1958437120
19585,12,30,Bxo,3,2,Beta,15,-74,17/08/2001,,,1958537120
19570,162,70,Hax,3,1,Alpha,-10,90,18/08/2001,,,1957037121
19573,121,30,Hsx,1,1,Alpha,-8,49,18/08/2001,,,1957337121
19574,162,40,Hsx,2,1,Alpha,-4,90,18/08/2001,,,1957437121
19575,74,100,Cso,6,3,Beta,11,2,18/08/2001,,,1957537121
19577,164,10,Hsx,1,1,Alpha,15,92,18/08/2001,,,1957737121
19579,122,20,Hsx,1,1,Alpha,-22,50,18/08/2001,,,1957937121
19580,37,90,Hax,2,1,Alpha,24,-35,18/08/2001,,,1958037121
19581,114,20,Hsx,1,1,Alpha,-25,42,18/08/2001,,,1958137121
19582,27,20,Bxo,3,3,Beta,30,-45,18/08/2001,,,1958237121
19584,25,40,Cao,4,5,Beta,-13,-47,18/08/2001,,,1958437121
19585,9,60,Cso,8,7,Beta,15,-63,18/08/2001,,,1958537121
19586,119,20,Bxo,2,2,Beta,-15,47,18/08/2001,,,1958637121
19587,16,20,Hrx,1,1,Alpha,-11,-56,18/08/2001,,,1958737121
19573,121,30,Hsx,1,1,Alpha,-8,62,19/08/2001,,,1957337122
19575,71,150,Cso,7,4,Beta,11,12,19/08/2001,,,1957537122
19579,122,20,Hrx,1,1,Alpha,-24,63,19/08/2001,,,1957937122
19580,37,100,Hsx,2,1,Alpha,25,-22,19/08/2001,,,1958037122
19581,109,40,Dso,4,3,Beta,-26,50,19/08/2001,,,1958137122
19582,26,70,Dao,7,8,Beta,28,-33,19/08/2001,,,1958237122
19584,23,40,Dao,6,6,Beta,-13,-36,19/08/2001,,,1958437122
19585,9,230,Dai,9,18,Beta-Gamma,15,-50,19/08/2001,,,1958537122
19586,121,20,Cro,6,5,Beta,-16,62,19/08/2001,,,1958637122
19587,16,20,Hsx,1,1,Alpha,-11,-43,19/08/2001,,,1958737122
19573,121,40,Hrx,1,1,Alpha,-8,75,20/08/2001,,,1957337123
19575,78,110,Cso,4,3,Beta,11,32,20/08/2001,,,1957537123
19580,37,90,Hax,2,1,Alpha,26,-9,20/08/2001,,,1958037123
19581,111,50,Cao,7,5,Beta,-26,65,20/08/2001,,,1958137123
19582,26,110,Dao,8,11,Beta,28,-20,20/08/2001,,,1958237123
19584,26,30,Cao,3,3,Beta,-12,-20,20/08/2001,,,1958437123
19585,9,270,Dai,9,22,Beta-Gamma,15,-37,20/08/2001,,,1958537123
19587,18,20,Hsx,1,1,Alpha,-11,-28,20/08/2001,,,1958737123
19588,101,80,Cao,7,5,Beta,-32,55,20/08/2001,,,1958837123
19573,120,30,Hax,3,1,Alpha,-8,87,21/08/2001,,,1957337124
19575,79,110,Hsx,2,1,Alpha,10,46,21/08/2001,,,1957537124
19580,38,100,Hsx,3,1,Alpha,25,5,21/08/2001,,,1958037124
19581,110,10,Bxo,8,3,Beta,-26,77,21/08/2001,,,1958137124
19582,28,130,Dso,10,22,Beta,28,-5,21/08/2001,,,1958237124
19584,28,10,Hsx,1,2,Alpha,-12,-5,21/08/2001,,,1958437124
19585,11,250,Dao,10,22,Beta,15,-22,21/08/2001,,,1958537124
19587,18,10,Hrx,1,1,Alpha,-11,-15,21/08/2001,,,1958737124
19588,103,90,Dao,9,4,Beta,-32,70,21/08/2001,,,1958837124
19589,54,10,Bxo,2,4,Beta,15,21,21/08/2001,,,1958937124
19590,313,150,Hsx,2,1,Alpha,-28,-80,21/08/2001,,,1959037124
19575,79,120,Hsx,3,1,Alpha,9,59,22/08/2001,,,1957537125
19580,37,90,Hsx,3,1,Alpha,25,17,22/08/2001,,,1958037125
19582,27,130,Dao,10,25,Beta,28,7,22/08/2001,,,1958237125
19584,28,10,Axx,1,2,Alpha,-12,8,22/08/2001,,,1958437125
19585,9,270,Dao,10,27,Beta,15,-11,22/08/2001,,,1958537125
19587,18,10,Bxo,3,2,Beta,-10,-2,22/08/2001,,,1958737125
19588,100,30,Bxo,8,2,Beta,-32,80,22/08/2001,,,1958837125
19589,55,20,Cao,5,7,Beta,14,35,22/08/2001,,,1958937125
19590,316,210,Hax,4,1,Alpha,-28,-64,22/08/2001,,,1959037125
19591,309,60,Hax,6,1,Alpha,-18,-71,22/08/2001,,,1959137125
19575,79,130,Hsx,2,1,Alpha,10,73,23/08/2001,,,1957537126
19580,36,90,Hsx,2,1,Alpha,24,30,23/08/2001,,,1958037126
19582,26,120,Dso,10,22,Beta,27,20,23/08/2001,,,1958237126
19584,30,0,Axx,1,1,Alpha,-12,24,23/08/2001,,,1958437126
19585,10,290,Eko,12,35,Beta,14,4,23/08/2001,,,1958537126
19587,20,0,Axx,1,1,Alpha,-10,14,23/08/2001,,,1958737126
19589,52,50,Dao,5,9,Beta,16,46,23/08/2001,,,1958937126
19590,316,210,Hax,4,2,Alpha,-28,-50,23/08/2001,,,1959037126
19591,303,280,Fko,16,8,Beta,-17,-63,23/08/2001,,,1959137126
19592,65,20,Bxo,3,3,Beta,-9,59,23/08/2001,,,1959237126
19575,79,90,Hsx,2,1,Alpha,10,86,24/08/2001,,,1957537127
19580,36,110,Hsx,2,2,Alpha,24,43,24/08/2001,,,1958037127
19582,26,50,Cso,9,14,Beta,28,33,24/08/2001,,,1958237127
19585,9,240,Dao,9,38,Beta,14,16,24/08/2001,,,1958537127
19589,52,60,Cao,7,10,Beta,16,59,24/08/2001,,,1958937127
19590,316,190,Hax,3,4,Alpha,-28,-37,24/08/2001,,,1959037127
19591,300,730,Fki,25,28,Beta-Gamma-Delta,-17,-53,24/08/2001,,,1959137127
19592,66,80,Dso,7,5,Beta,-8,73,24/08/2001,,,1959237127
19593,352,10,Bxo,2,2,Beta,0,-1,24/08/2001,,,1959337127
19580,34,90,Cso,6,2,Beta,25,54,25/08/2001,,,1958037128
19582,28,40,Cso,6,4,Beta,27,48,25/08/2001,,,1958237128
19585,9,180,Eao,11,25,Beta,13,29,25/08/2001,,,1958537128
19587,15,10,Axx,1,2,Alpha,-11,35,25/08/2001,,,1958737128
19589,53,20,Cro,4,3,Beta,15,73,25/08/2001,,,1958937128
19590,315,210,Hsx,3,2,Alpha,-28,-25,25/08/2001,,,1959037128
19591,298,650,Fki,26,32,Beta-Gamma-Delta,-18,-42,25/08/2001,,,1959137128
19592,67,40,Dso,7,2,Beta,-9,87,25/08/2001,,,1959237128
19593,352,0,Axx,0,1,Alpha,0,12,25/08/2001,,,1959337128
19594,335,10,Bxo,4,3,Beta,37,-5,25/08/2001,,,1959437128
19595,313,10,Axx,1,1,Alpha,16,-27,25/08/2001,,,1959537128
19580,35,90,Hsx,2,1,Alpha,24,68,26/08/2001,,,1958037129
19585,11,110,Eai,11,17,Beta,13,44,26/08/2001,,,1958537129
19587,17,60,Dso,4,7,Beta,-10,50,26/08/2001,,,1958737129
19590,315,180,Hax,3,3,Alpha,-29,-12,26/08/2001,,,1959037129
19591,295,740,Fki,32,32,Beta-Gamma-Delta,-19,-32,26/08/2001,,,1959137129
19594,337,0,Axx,0,1,Alpha,37,10,26/08/2001,,,1959437129
19596,248,120,Hax,2,1,Alpha,23,-79,26/08/2001,,,1959637129
19580,36,80,Hsx,2,1,Alpha,23,82,27/08/2001,,,1958037130
19585,12,50,Dao,5,7,Beta,12,58,27/08/2001,,,1958537130
19587,18,210,Dao,7,12,Beta,-10,64,27/08/2001,,,1958737130
19590,316,180,Hax,3,3,Alpha,-29,2,27/08/2001,,,1959037130
19591,296,740,Fki,28,43,Beta-Gamma-Delta,-19,-18,27/08/2001,,,1959137130
19596,247,130,Hsx,2,1,Alpha,22,-67,27/08/2001,,,1959637130
19597,266,10,Bxo,3,2,Beta,17,-48,27/08/2001,,,1959737130
19585,12,30,Cso,2,2,Beta,12,85,29/08/2001,,,1958537132
19587,17,100,Dao,8,6,Beta,-10,90,29/08/2001,,,1958737132
19590,318,150,Hsx,3,3,Alpha,-26,31,29/08/2001,,,1959037132
19591,293,620,Fki,26,41,Beta-Gamma-Delta,-19,6,29/08/2001,,,1959137132
19595,318,10,Axx,1,2,Beta,15,31,29/08/2001,,,1959537132
19596,247,160,Hax,3,1,Alpha,22,-40,29/08/2001,,,1959637132
19597,265,40,Dao,6,9,Beta,17,-22,29/08/2001,,,1959737132
19598,25,30,Hax,1,1,Alpha,-17,88,29/08/2001,,,1959837132
19599,236,80,Dao,6,3,Beta,-17,-51,29/08/2001,,,1959937132
19600,219,170,Dao,6,4,Beta,16,-68,29/08/2001,,,1960037132
19601,214,150,Dao,8,7,Beta,12,-73,29/08/2001,,,1960137132
19590,316,150,Hax,3,2,Alpha,-27,42,30/08/2001,,,1959037133
19591,296,570,Fki,21,26,Beta-Gamma-Delta,-18,22,30/08/2001,,,1959137133
19596,246,190,Cao,6,2,Beta,21,-28,30/08/2001,,,1959637133
19597,265,20,Bxo,6,9,Beta,17,-9,30/08/2001,,,1959737133
19599,238,110,Dao,8,10,Beta,-19,-36,30/08/2001,,,1959937133
19600,218,280,Eao,13,9,Beta-Gamma,14,-56,30/08/2001,,,1960037133
19601,216,390,Dao,10,8,Beta-Gamma,9,-58,30/08/2001,,,1960137133
19590,316,130,Hax,3,2,Alpha,-30,56,31/08/2001,,,1959037134
19591,294,490,Fki,15,25,Beta-Gamma-Delta,-20,33,31/08/2001,,,1959137134
19596,247,190,Hsx,3,1,Alpha,22,-14,31/08/2001,,,1959637134
19597,263,10,Bxo,3,3,Beta,19,2,31/08/2001,,,1959737134
19599,237,220,Dai,10,19,Beta-Gamma,-18,-24,31/08/2001,,,1959937134
19601,216,700,Fki,19,28,Beta-Gamma-Delta,14,-49,31/08/2001,,,1960137134
19590,316,150,Hax,4,2,Alpha,-29,68,01/09/2001,,,1959037135
19591,287,400,Fko,28,17,Beta-Gamma-Delta,-20,39,01/09/2001,,,1959137135
19595,318,30,Cro,3,3,Beta,17,70,01/09/2001,,,1959537135
19596,247,150,Hsx,3,1,Alpha,22,-1,01/09/2001,,,1959637135
19599,237,190,Dao,10,14,Beta,-18,-11,01/09/2001,,,1959937135
19601,216,760,Fkc,19,45,Beta-Gamma,14,-32,01/09/2001,,,1960137135
19590,315,50,Hax,2,1,Alpha,-29,80,02/09/2001,,,1959037136
19591,281,370,Fko,29,19,Beta-Gamma-Delta,-20,46,02/09/2001,,,1959137136
19596,247,190,Hsx,3,1,Alpha,21,12,02/09/2001,,,1959637136
19599,238,150,Dao,10,12,Beta,-18,3,02/09/2001,,,1959937136
19601,217,710,Fki,19,58,Beta-Gamma-Delta,14,-18,02/09/2001,,,1960137136
19602,205,10,Bxo,4,2,Beta,-8,-30,02/09/2001,,,1960237136
19591,286,340,Eko,15,15,Beta-Gamma-Delta,-18,65,03/09/2001,,,1959137137
19596,244,160,Hsx,3,1,Alpha,22,23,03/09/2001,,,1959637137
19599,235,100,Dao,9,7,Beta,-18,14,03/09/2001,,,1959937137
19601,213,700,Ekc,15,51,Gamma,14,-8,03/09/2001,,,1960137137
19602,203,20,Bxo,4,6,Beta,-8,-18,03/09/2001,,,1960237137
19603,157,40,Hsx,2,1,Alpha,-8,-64,03/09/2001,,,1960337137
19591,289,260,Fko,16,6,Beta-Gamma-Delta,-18,81,04/09/2001,,,1959137138
19596,246,180,Hsx,3,1,Alpha,22,38,04/09/2001,,,1959637138
19599,239,60,Dso,9,2,Beta,-18,31,04/09/2001,,,1959937138
19601,214,680,Fkc,17,55,Beta-Gamma,14,6,04/09/2001,,,1960137138
19602,206,10,Cso,3,3,Beta,-7,-2,04/09/2001,,,1960237138
19603,159,20,Hsx,1,2,Alpha,-9,-49,04/09/2001,,,1960337138
19604,269,40,Dso,3,4,Beta,-21,61,04/09/2001,,,1960437138
19605,155,20,Cso,3,3,Beta,-20,-53,04/09/2001,,,1960537138
19606,151,40,Dso,7,2,Beta,-17,-57,04/09/2001,,,1960637138
19591,287,100,Hkx,4,1,Alpha,-19,92,05/09/2001,,,1959137139
19596,243,140,Hax,3,1,Alpha,21,48,05/09/2001,,,1959637139
19599,242,30,Hsx,1,1,Alpha,-18,47,05/09/2001,,,1959937139
19601,217,780,Fkc,16,49,Beta-Gamma,13,22,05/09/2001,,,1960137139
19603,159,30,Hsx,1,1,Alpha,-8,-36,05/09/2001,,,1960337139
19604,271,250,Dao,8,5,Beta,-22,76,05/09/2001,,,1960437139
19605,156,70,Cso,5,6,Beta,-19,-39,05/09/2001,,,1960537139
19606,150,150,Dao,7,10,Beta,-17,-45,05/09/2001,,,1960637139
19607,127,210,Eao,11,4,Beta,-16,-68,05/09/2001,,,1960737139
19596,246,160,Hsx,2,1,Alpha,21,64,06/09/2001,,,1959637140
19599,243,20,Hsx,1,1,Alpha,-17,61,06/09/2001,,,1959937140
19601,220,830,Eki,14,40,Beta-Gamma,13,38,06/09/2001,,,1960137140
19603,159,20,Hsx,1,1,Alpha,-8,-23,06/09/2001,,,1960337140
19604,272,100,Dao,8,4,Beta,-20,90,06/09/2001,,,1960437140
19605,157,30,Cso,5,4,Beta,-20,-25,06/09/2001,,,1960537140
19606,150,210,Dao,8,19,Beta,-17,-32,06/09/2001,,,1960637140
19607,127,230,Eao,15,9,Beta,-15,-55,06/09/2001,,,1960737140
19608,112,320,Eao,15,6,Beta,-24,-70,06/09/2001,,,1960837140
19596,248,150,Hax,3,1,Alpha,19,79,07/09/2001,,,1959637141
19599,245,30,Hrx,1,1,Alpha,-18,76,07/09/2001,,,1959937141
19601,220,780,Fkc,16,30,Beta-Gamma-Delta,11,51,07/09/2001,,,1960137141
19603,159,10,Hrx,1,1,Alpha,-8,-10,07/09/2001,,,1960337141
19605,157,120,Dao,7,9,Beta,-18,-12,07/09/2001,,,1960537141
19606,150,360,Eki,11,25,Beta-Gamma,-17,-19,07/09/2001,,,1960637141
19607,127,220,Eai,15,13,Beta,-15,-42,07/09/2001,,,1960737141
19608,113,720,Fki,22,18,Beta-Gamma,-26,-56,07/09/2001,,,1960837141
19609,222,40,Dso,5,5,Beta,-7,53,07/09/2001,,,1960937141
19610,98,70,Hax,2,1,Alpha,-10,-71,07/09/2001,,,1961037141
19596,247,90,Hax,3,1,Alpha,22,91,08/09/2001,,,1959637142
19601,220,730,Eki,14,24,Beta-Gamma-Delta,13,64,08/09/2001,,,1960137142
19603,159,10,Hrx,1,1,Alpha,-8,3,08/09/2001,,,1960337142
19605,158,120,Dao,7,16,Beta,-19,2,08/09/2001,,,1960537142
19606,151,270,Eki,12,33,Beta-Gamma,-18,-5,08/09/2001,,,1960637142
